contact_id,first_name,last_name,email,phone,company_name,website,category,location,seo_score,overall_score,recommended_service,priority,tags,sms_template,email_subject_template,email_body_template,score_reasons,source
70,East,.,info@eastmelbdental.com.au,+61394175874,East Melbourne Dental Group,https://eastmelbournedentist.com.au/,dental clinic,Melbourne,45,60,AI Voice,medium,dental_clinic;AI_Voice;priority_medium;marvelus_lead;has_phone;has_email,"Hi East, I help dental clinic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] ...","AI receptionist for dental clinic in Melbourne, VIC, Australia (24/7 booking)","Hi East Melbourne Dental Group,\n\nI help dental clinic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Email found (+15) | Phone found (+10) | Complete contact info (+5),marvelus_lead_scraper
71,Physio,.,reception@manningphysio.com.au,+611300731733,Physio Inq Victoria,https://www.physioinq.com.au/home/vic,chiropractic,Melbourne,45,40,AI Voice,low,chiropractic;AI_Voice;priority_low;marvelus_lead;has_phone;has_email,"Hi Physio, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name]...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi Physio Inq Victoria,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Phone found (+10),marvelus_lead_scraper
72,Wellbeing,.,,+61396634099,Wellbeing Chiropractic Melbourne,https://www.wellbeing365.com.au/chiropractor-melbourne-cbd,chiropractic,Melbourne,100,30,AI Voice,low,chiropractic;AI_Voice;priority_low;marvelus_lead;has_phone,"Hi Wellbeing, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Na...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi Wellbeing Chiropractic Melbourne,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",Email found (+15) | Phone found (+10) | Complete contact info (+5),marvelus_lead_scraper
73,OK,.,info.okchiro@gmail.com,+61492653492,OK Chiropractic Clinic,https://www.okchiro.com.au/,chiropractic,Melbourne,35,80,AI Voice,high,chiropractic;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi OK, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Mar...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi OK Chiropractic Clinic,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | Low-tech website | Phone found (+10),marvelus_lead_scraper
74,City,.,reception@cityhealthmelbourne.com.au,+61396622395,City Health,https://www.cityhealthmelbourne.com.au/,chiropractic,Melbourne,55,70,AI Voice,high,chiropractic;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi City, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi City Health,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
75,Flynn,.,flynn@flynnchiro.com.au,+61439843870,Flynn Chiro - Melbourne CBD Chiropractor,https://flynnchiro.com.au/?utm_source=GoogleMyBusiness&utm_medium=Web&utm_campaign=GMB-CBD,chiropractic,Melbourne,45,95,AI Voice,high,chiropractic;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Flynn, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] ...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi Flynn Chiro - Melbourne CBD Chiropractor,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
76,Melbourne,.,your@email.com,+61396468600,Melbourne Chiropractic,https://www.melbournechiropractic.com/,chiropractic,Melbourne,25,55,AI Voice,medium,chiropractic;AI_Voice;priority_medium;marvelus_lead;has_phone;has_email,"Hi Melbourne, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Na...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi Melbourne Chiropractic,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Low-tech website | Phone found (+10),marvelus_lead_scraper
77,ISAK,.,isakchiropractic@gmail.com,+61448397955,ISAK CHIROPRACTIC CLINIC,https://isakchiropractic.simplybook.me/,chiropractic,Melbourne,50,65,AI Voice,medium,chiropractic;AI_Voice;priority_medium;marvelus_lead;has_phone;has_email,"Hi ISAK, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi ISAK CHIROPRACTIC CLINIC,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | Phone found (+10),marvelus_lead_scraper
78,Melbourne,.,admin@chiropractormelbourne.com.au,+61480838448,Melbourne Chiropractor,https://www.chiropractormelbourne.com.au/,chiropractic,Melbourne,45,40,AI Voice,low,chiropractic;AI_Voice;priority_low;marvelus_lead;has_phone;has_email,"Hi Melbourne, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Na...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi Melbourne Chiropractor,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Phone found (+10),marvelus_lead_scraper
79,Melbourne,.,,+61393762002,The Melbourne Chiropractor Westmeadows,https://themelbournechiropractor.com.au/,chiropractic,Melbourne,25,55,AI Voice,medium,chiropractic;AI_Voice;priority_medium;marvelus_lead;has_phone,"Hi The, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Ma...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi The Melbourne Chiropractor Westmeadows,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Low-tech website | Phone found (+10),marvelus_lead_scraper
80,Back,.,,+61396639313,Back In Care Chiropractic,http://www.backincare.com.au/?utm_source=gmb&utm_medium=organic,chiropractic,Melbourne,55,10,AI Voice,low,chiropractic;AI_Voice;priority_low;marvelus_lead;has_phone,"Hi Back, I help chiropractic in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for chiropractic in Melbourne, VIC, Australia (24/7 booking)","Hi Back In Care Chiropractic,\n\nI help chiropractic businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",Phone found (+10),marvelus_lead_scraper
81,JAX,.,,+61395147757,JAX Tyres & Auto Prahran,https://www.jaxtyres.com.au/tyre-stores/vic/prahran?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=PRA&utm_term=plcid_6673027113864107319,auto repair,Melbourne,25,55,AI Voice,medium,auto_repair;AI_Voice;priority_medium;marvelus_lead;has_phone,"Hi JAX, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Mar...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi JAX Tyres & Auto Prahran,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",Low-tech website | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
82,Akira,.,,+61451400946,Akira Motorworks,https://www.facebook.com/share/1GSp1YvTHG/?mibextid=wwXIfr,auto repair,Melbourne,40,80,AI Voice,high,auto_repair;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi Akira, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Akira Motorworks,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | Low-tech website | Phone found (+10),marvelus_lead_scraper
83,Cox,.,,+61390710560,Cox Auto Service Centre,https://coxauto.com.au/?utm_source=google&utm_medium=GMB&utm_campaign=website_button,auto repair,Melbourne,35,55,AI Voice,medium,auto_repair;AI_Voice;priority_medium;marvelus_lead;has_phone,"Hi Cox, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Mar...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Cox Auto Service Centre,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Low-tech website | Phone found (+10),marvelus_lead_scraper
84,Richmond,.,,+61394290777,Richmond Auto Service,https://richmondauto.com.au/,auto repair,Melbourne,60,80,AI Voice,high,auto_repair;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi Richmond, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Richmond Auto Service,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No booking flow | Email found (+15) | Phone found (+10) | Complete contact info (+5),marvelus_lead_scraper
85,Care,.,,+61393296000,Care Plus Auto Services,https://www.careplus.com.au/,auto repair,Melbourne,100,40,AI Voice,low,auto_repair;AI_Voice;priority_low;marvelus_lead;has_phone,"Hi Care, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Ma...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Care Plus Auto Services,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Phone found (+10),marvelus_lead_scraper
86,City,.,,+61393288618,City Service Mechanics,http://cityservicemechanics.com.au/,auto repair,Melbourne,60,85,AI Voice,high,auto_repair;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi City, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Ma...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi City Service Mechanics,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | Email found (+15) | Phone found (+10) | Complete contact info (+5),marvelus_lead_scraper
87,Ace,.,,+611800223263,Ace Mechanics,https://www.acemechanics.com.au/,auto repair,Melbourne,60,60,AI Voice,medium,auto_repair;AI_Voice;priority_medium;marvelus_lead;has_phone,"Hi Ace, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Mar...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Ace Mechanics,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No booking flow | Phone found (+10),marvelus_lead_scraper
88,Valiance,.,,+61396961619,Valiance,https://www.valiance.com.au/,auto repair,Melbourne,55,40,AI Voice,low,auto_repair;AI_Voice;priority_low;marvelus_lead;has_phone,"Hi Valiance, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Valiance,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Phone found (+10),marvelus_lead_scraper
89,Midas,.,,+61396992540,Midas South Melbourne Tyre & Auto Service,https://www.midas.com.au/stores/midas-south-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Midas%20South%20Melbourne&utm_term=plcid_7630767709994362655,auto repair,Melbourne,45,80,AI Voice,high,auto_repair;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi Midas, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Midas South Melbourne Tyre & Auto Service,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No booking flow | Email found (+15) | Phone found (+10) | Complete contact info (+5),marvelus_lead_scraper
90,Advance,.,,+61393281454,Advance Automotive,https://www.advanceautomotive.com.au/,auto repair,Melbourne,70,60,AI Voice,medium,auto_repair;AI_Voice;priority_medium;marvelus_lead;has_phone,"Hi Advance, I help auto repair in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name]...","AI receptionist for auto repair in Melbourne, VIC, Australia (24/7 booking)","Hi Advance Automotive,\n\nI help auto repair businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No booking flow | Phone found (+10),marvelus_lead_scraper
91,Gallant,.,welcome@gallantlaw.com.au,+61390709885,Gallant Law Criminal Lawyers Melbourne,https://gallantlaw.com.au/,law firm,Melbourne,35,85,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Gallant, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Ma...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Gallant Law Criminal Lawyers Melbourne,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Low-tech website | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
92,Boutique,.,mail@boutiquelawyers.com.au,+611300556140,"Boutique Lawyers, Building & Construction Lawyers",https://boutiquelawyers.com.au/,law firm,Melbourne,50,85,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Boutique, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Boutique Lawyers, Building & Construction Lawyers,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No click-to-call | No booking flow | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
93,Armstrong,.,enquiries@armstronglegal.com.au,+61396202777,Armstrong Legal,https://www.armstronglegal.com.au/vic/melbourne-lawyers/?utm_source=gmb&utm_medium=organic&utm_campaign=gmbtraffic&utm_content=armstronglegalmelbourne,law firm,Melbourne,50,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Armstrong, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] ...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Armstrong Legal,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),marvelus_lead_scraper
94,Roberts,.,%20information@robertsgray.com.au,+61396422666,Roberts Gray Lawyers,https://www.robertsgray.com.au/,law firm,Melbourne,50,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Roberts, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Ma...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Roberts Gray Lawyers,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),marvelus_lead_scraper
95,Stary,.,user@domain.com,+61386228200,Stary Norton Halphen & Galbally Criminal Lawyers Melbourne,https://www.starylaw.com/,law firm,Melbourne,45,90,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Stary, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Marv...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Stary Norton Halphen & Galbally Criminal Lawyers Melbourne,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No booking flow | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
96,OpenLegal,.,,+611300337997,OpenLegal - Commercial & Employment Lawyers Melbourne,https://openlegal.com.au/,law firm,Melbourne,50,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi OpenLegal, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] ...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi OpenLegal - Commercial & Employment Lawyers Melbourne,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),marvelus_lead_scraper
97,Velos,.,,+61383791000,Velos & Velos Lawyers,https://www.veloslawyers.com.au/,law firm,Melbourne,35,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi Velos, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Marv...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Velos & Velos Lawyers,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No booking flow | Low-tech website | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
98,Ghothane,.,,+611800886886,Ghothane Lawyers,https://ghothane.com.au/,law firm,Melbourne,50,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi Ghothane, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] M...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Ghothane Lawyers,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),marvelus_lead_scraper
99,Slater,.,marketing@slatergordon.com.au,+611800444141,Slater and Gordon Lawyers,https://www.slatergordon.com.au/offices/melbourne?utm_campaign=local&utm_medium=organic&utm_source=googlemaps&utm_content=melbourne,law firm,Melbourne,50,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Slater, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Mar...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Slater and Gordon Lawyers,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),marvelus_lead_scraper
100,Madison,.,iec-logo@2x.webp,+61131529,Madison Marcus Victoria,http://www.madisonmarcus.co/,law firm,Melbourne,50,100,AI Voice,high,law_firm;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Madison, I help law firm in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Ma...","AI receptionist for law firm in Melbourne, VIC, Australia (24/7 booking)","Hi Madison Marcus Victoria,\n\nI help law firm businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),marvelus_lead_scraper
101,Lapeau,.,reception@lapeaumedispa.com.au,+61405851919,Lapeau Medi Spa,https://www.lapeaumedispa.com.au/,med spa,Melbourne,35,85,AI Voice,high,med_spa;AI_Voice;priority_high;marvelus_lead;has_phone;has_email,"Hi Lapeau, I help med spa in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Marv...","AI receptionist for med spa in Melbourne, VIC, Australia (24/7 booking)","Hi Lapeau Medi Spa,\n\nI help med spa businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Low-tech website | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
102,Chuan,.,,+61386968111,Chuan Spa,https://www.langhamhotels.com/en/the-langham/melbourne/wellness/chuan-spa/,med spa,Melbourne,25,85,AI Voice,high,med_spa;AI_Voice;priority_high;marvelus_lead;has_phone,"Hi Chuan, I help med spa in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Marvelus","AI receptionist for med spa in Melbourne, VIC, Australia (24/7 booking)","Hi Chuan Spa,\n\nI help med spa businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Low-tech website | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),marvelus_lead_scraper
103,Body,.,,+61399881251,Body Catalyst,https://www.bodycatalyst.com.au/locations/melbourne-central/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-melb-central,med spa,Melbourne,100,40,AI Voice,low,med_spa;AI_Voice;priority_low;marvelus_lead;has_phone,"Hi Body, I help med spa in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Marvelus","AI receptionist for med spa in Melbourne, VIC, Australia (24/7 booking)","Hi Body Catalyst,\n\nI help med spa businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Phone found (+10),marvelus_lead_scraper
104,IZUMI,.,info@izumimassage.com.au,+61390449230,IZUMI Japanese Massage and Day Spa,https://www.izumimassage.com.au/,med spa,Melbourne,55,60,AI Voice,medium,med_spa;AI_Voice;priority_medium;marvelus_lead;has_phone;has_email,"Hi IZUMI, I help med spa in Melbourne, VIC, Australia stop missing calls with a natural AI receptionist that books 24/7. Quick 10-min look? [Your Name] Marvelus","AI receptionist for med spa in Melbourne, VIC, Australia (24/7 booking)","Hi IZUMI Japanese Massage and Day Spa,\n\nI help med spa businesses in Melbourne, VIC, Australia get more bookings with a natural Australian AI receptionist that answers 24/7 and books clients straight into your calendar.\n\nWould you be open to a quick 10-min chat this week?\n\nBest,\n[Your Name]\nMarvelus",No chatbot | Email found (+15) | Phone found (+10) | Complete contact info (+5),marvelus_lead_scraper
